[00:01 - 00:01] ious and mighty god we
[14:59 - 14:59] it okay dean w's presentation
[15:01 - 15:01] i couldn't see what the
[15:01 - 15:03] numbers were on there i
[15:03 - 15:03] can see the lines but
[15:03 - 15:06] you couldn't see how many
[15:06 - 15:08] actual students were on those
[15:08 - 15:08] numbers i like they have
[15:08 - 15:10] a hard copy so that
[15:10 - 15:10] this is going to come
[15:13 - 15:13] up again i want something
[15:13 - 15:15] to compare to yes sir
[15:15 - 15:15] and that's an email that
[15:15 - 15:17] will come to all the
[15:17 - 15:17] point yes yes the entire
[15:22 - 15:22] board um i got just
[15:22 - 15:22] one question in a in
[15:25 - 15:25] a quick uh announcement i
[15:25 - 15:29] i read in the paper
[15:29 - 15:29] but um one was um
[15:32 - 15:32] uh about two months ago
[15:32 - 15:35] 3 months ago i asked
[15:35 - 15:35] for the impact what it
[15:35 - 15:36] would be to raise our
[15:40 - 15:40] minimum pay rate to 14
[15:40 - 15:43] an hour we haven't got
[15:43 - 15:46] anything back yet but i
[15:46 - 15:46] just want to just uh
[15:46 - 15:49] okay just a reminder okay
[15:49 - 15:49] and then i read in
[15:49 - 15:53] the paper yesterday that uh
[15:53 - 15:58] there was a ctc graduate
[15:58 - 15:58] that she just got hired
[15:58 - 16:01] on by coer cove is
[16:01 - 16:03] the public relations person so
[16:03 - 16:03] the new hire person but
[16:03 - 16:05] they actually put in her
[16:05 - 16:05] she's a graduate of central
[16:08 - 16:08] texas college name anna rodriguez
[16:08 - 16:11] oh nice that's cool little
[16:11 - 16:15] recommend uh little kudos for
[16:15 - 16:15] ctc great thank you sir
[16:17 - 16:17] do you want to say
[16:17 - 16:22] anything about the sure um
[16:22 - 16:22] i forgot to ask dr
[16:22 - 16:24] walker about her about this
[16:24 - 16:24] in her time so i'm
[16:27 - 16:27] giving her a moment okay
[16:27 - 16:30] sure last uh last week
[16:30 - 16:30] uh we received i believe
[16:30 - 16:32] was all public institutions of
[16:32 - 16:34] higher education received a letter
[16:34 - 16:36] from governor abbott it's the
[16:36 - 16:39] letter that i actually emailed
[16:39 - 16:39] to you all last week
[16:41 - 16:41] and uh but we believe
[16:41 - 16:43] that that letter was intended
[16:43 - 16:46] for the general academic institution
[16:46 - 16:46] systems and so i i
[16:46 - 16:48] had uh miss briggs take
[16:48 - 16:48] a look at that to
[16:48 - 16:50] to research it because the
[16:50 - 16:55] way the letter read it
[16:55 - 16:55] sounded as if um we
[16:55 - 16:58] were prohibited from increasing tuition
[16:58 - 17:02] when in all actuality that
[17:02 - 17:05] that was that guidance was
[17:05 - 17:05] in house bill one which
[17:05 - 17:07] was a general appropriations bill
[17:07 - 17:11] for the for the state
[17:11 - 17:11] so uh miss bricks can
[17:11 - 17:14] you share a little more
[17:14 - 17:17] about that uh yes there
[17:17 - 17:17] was uh there was a
[17:17 - 17:20] compromise sort of issue uh
[17:20 - 17:22] requested by the chancellors of
[17:22 - 17:22] the systems that if they
[17:22 - 17:24] were given additional funding they
[17:24 - 17:26] would freeze tuition that was
[17:26 - 17:28] before the legislature started um
[17:28 - 17:28] and so house bill one
[17:28 - 17:30] is the en appropriations bill
[17:30 - 17:32] so technically central texas college
[17:32 - 17:35] is in there but the
[17:35 - 17:35] section that talks about the
[17:35 - 17:41] um the tuition frees is
[17:41 - 17:41] only um specific to the
[17:43 - 17:45] general general academic institutions the
[17:45 - 17:45] systems the big system system
[17:45 - 17:47] is to me but general
[17:47 - 17:50] academic institutions if you go
[17:50 - 17:50] back probably a good 20
[17:50 - 17:54] or 30 pages in the
[17:54 - 17:54] bill that's defined as um
[17:55 - 17:55] specific campuses but they're all
[17:55 - 17:59] the system campuses and so
[17:59 - 18:01] um in my reading of
[18:01 - 18:01] it it does not apply
[18:01 - 18:03] to community colleges or any
[18:03 - 18:05] college that's not in one
[18:05 - 18:07] of the systems the the
[18:07 - 18:10] transmittal letter it the transmittal
[18:10 - 18:14] email itself referenced the uh
[18:14 - 18:14] the heads of those systems
[18:14 - 18:16] so we just got caught
[18:16 - 18:19] up in the distribution what
[18:19 - 18:19] we believe that brings up
[18:19 - 18:22] a point though should we
[18:22 - 18:22] ask for a ruling from
[18:23 - 18:23] the attorney journal as whether
[18:23 - 18:26] or not it applies to
[18:26 - 18:26] us i don't want to
[18:26 - 18:29] go through a lawsuit somebody
[18:29 - 18:31] su tuition we've got it
[18:31 - 18:32] programmed in yeah our our
[18:34 - 18:34] tac legislative arm is uh
[18:34 - 18:37] they're in agreement but they
[18:37 - 18:37] are also um they are
[18:39 - 18:39] headed to the state well
[18:39 - 18:41] they were at texas pathways
[18:41 - 18:41] last week but they are
[18:43 - 18:43] approaching the governor's office to
[18:43 - 18:45] get clarification to make sure
[18:45 - 18:49] that we're okay i started
[18:49 - 18:49] an email response to you
[18:51 - 18:51] asking you to do that
[18:51 - 18:53] yesterday and i deleted it
[18:53 - 18:53] i thought i was overstepping
[18:55 - 18:55] so no we we i
[18:55 - 18:55] we did that that's as
[18:55 - 18:57] a matter of fact i
[18:57 - 18:57] called the day i got
[19:00 - 19:00] the letter and uh and
[19:00 - 19:01] i also reached out to
[19:01 - 19:04] our representative remind you that
[19:04 - 19:08] we have a board meeting
[19:08 - 19:13] scheduled december 17th and a
[19:13 - 19:13] board workshop in january of
[19:16 - 19:16] 2025 is there a motion
[19:16 - 19:18] to adjourn so move so
[19:18 - 19:18] move motion been made and
[19:18 - 19:27] second much yall have good
[19:27 - 19:27] thanksgiving you too
