[00:00:00 - 00:00:02] you've been doing it's valuable
[00:01:24 - 00:01:26] can i have one more
[00:01:26 - 00:01:27] question i think you're in
[00:01:28 - 00:01:29] the dismissal game so i'm
[00:01:30 - 00:01:32] going to read you a
[00:01:32 - 00:01:34] question that came in so
[00:01:34 - 00:01:35] you're in the dismissal game
[00:01:35 - 00:01:36] yeah and we've got 50
[00:01:37 - 00:01:38] minutes so we have two
[00:01:38 - 00:01:43] questions each time so i
[00:01:43 - 00:01:44] have 15 questions i think
[00:01:45 - 00:01:46] he's a very talented guy
[00:01:46 - 00:01:48] and he's really he's really
[00:01:49 - 00:01:50] really talented so that's why
[00:01:51 - 00:01:53] i'm really interested in the
[00:01:53 - 00:01:54] book okay well we'll have
[00:01:54 - 00:01:55] to leave now we don't
[00:01:55 - 00:01:57] have any time yeah please
[00:01:59 - 00:02:00] yes this is a good
[00:02:00 - 00:02:01] question and i'm really excited
[00:02:01 - 00:02:02] to share that i know
[00:02:02 - 00:02:04] from you today you're very
[00:02:05 - 00:02:06] talented but i think that
[00:02:06 - 00:02:08] you had a really great
[00:02:08 - 00:02:09] presentation and i didn't get
[00:02:10 - 00:02:11] to talk to any of
[00:02:11 - 00:02:12] you so i think we
[00:02:12 - 00:02:13] have a good chance to
[00:02:13 - 00:02:14] do it this year because
[00:02:15 - 00:02:16] we're planning to do this
[00:02:16 - 00:02:17] and then we can't wait
[00:02:18 - 00:02:19] to see our next project
[00:02:19 - 00:02:20] and i know we can't
[00:02:20 - 00:02:21] wait to go back to
[00:02:21 - 00:02:22] the state we'll see how
[00:02:22 - 00:02:23] we can do this and
[00:02:23 - 00:02:24] i think we just need
[00:02:24 - 00:02:25] to get the money to
[00:02:25 - 00:02:26] be ready to go forward
[00:02:26 - 00:02:27] and use our resources and
[00:02:28 - 00:02:29] have those to go and
[00:02:29 - 00:02:30] i think we've got a
[00:02:30 - 00:02:31] lot of time to go
[00:02:31 - 00:02:32] ahead and get our next
[00:02:33 - 00:02:34] project done so thank you
[00:02:34 - 00:02:35] very much dr harnett and
[00:02:35 - 00:02:37] thank you to all of
[00:02:37 - 00:02:38] our panelists for taking the
[00:02:38 - 00:02:39] time to share with us
[00:02:39 - 00:02:41] and the kind of things
[00:02:41 - 00:02:42] that you're seeing and i
[00:02:42 - 00:02:43] think that's one of the
[00:02:44 - 00:02:44] things that i'm just trying
[00:02:45 - 00:02:46] to get back to you
[00:02:49 - 00:02:51] i think that the last
[00:02:51 - 00:02:53] thing that i think is
[00:02:53 - 00:02:54] important to me is the
[00:02:54 - 00:02:55] fact that we have a
[00:02:55 - 00:02:56] very strong focus on the
[00:02:57 - 00:02:58] state for seeing how many
[00:02:58 - 00:03:00] of the people that we
[00:03:00 - 00:03:02] have in the state and
[00:03:02 - 00:03:04] how the technologies of the
[00:03:04 - 00:03:06] state are doing when you're
[00:03:06 - 00:03:08] doing this kind of thing
[00:03:08 - 00:03:09] so i think that we're
[00:03:09 - 00:03:10] gonna have a lot of
[00:03:10 - 00:03:11] time and we're gonna spend
[00:03:11 - 00:03:12] a lot of time in
[00:03:12 - 00:03:13] a very short period of
[00:03:14 - 00:03:14] time where we're gonna have
[00:03:15 - 00:03:15] to sort of come up
[00:03:16 - 00:03:17] with more specific ideas and
[00:03:17 - 00:03:18] we'll see what we can
[00:03:19 - 00:03:19] do so if you're not
[00:03:20 - 00:03:21] sure what you're gonna do
[00:03:21 - 00:03:22] we're gonna ask you we're
[00:03:22 - 00:03:24] gonna ask two really great
[00:03:24 - 00:03:26] questions what's your name and
[00:03:26 - 00:03:27] we're gonna have to ask
[00:03:27 - 00:03:28] those questions and yeah i
[00:03:28 - 00:03:30] don't know if i've ever
[00:03:30 - 00:03:31] said to you that i'm
[00:03:31 - 00:03:32] not sure if you've ever
[00:03:32 - 00:03:33] done something that's wrong or
[00:03:34 - 00:03:36] not useful in a process
[00:03:37 - 00:03:39] of transformation and i really
[00:03:40 - 00:03:41] like that and you would
[00:03:42 - 00:03:44] you like to pick up
[00:03:44 - 00:03:45] on that yeah i have
[00:03:45 - 00:03:46] a question to you and
[00:03:47 - 00:03:48] i'm not sure what the
[00:03:48 - 00:03:49] reason is but i do
[00:03:49 - 00:03:49] know that a lot of
[00:03:50 - 00:03:51] people were just trying to
[00:03:51 - 00:03:52] solve the problem so the
[00:03:53 - 00:03:54] question is how do we
[00:03:55 - 00:03:56] solve this problem and my
[00:03:56 - 00:03:57] first time was i think
[00:03:57 - 00:03:58] a problem in the last
[00:03:58 - 00:03:59] five years or so and
[00:03:59 - 00:04:00] it was just a little
[00:04:00 - 00:04:01] past the goal the two
[00:04:02 - 00:04:04] of them are both american-american
[00:04:04 - 00:04:06] veterans and they are both
[00:04:06 - 00:04:08] a captain of the american-british
[00:04:08 - 00:04:10] air force in the united
[00:04:11 - 00:04:13] states and they are both
[00:04:13 - 00:04:15] american-british veterans in the united
[00:04:16 - 00:04:17] states in the same way
[00:04:17 - 00:04:18] that the united states is
[00:04:19 - 00:04:20] a national organization it is
[00:04:20 - 00:04:22] a national organization and it
[00:04:22 - 00:04:24] is a national organization and
[00:04:24 - 00:04:25] that's not only what this
[00:04:26 - 00:04:27] agency does it's also a
[00:04:27 - 00:04:28] national organization and then sometimes
[00:04:29 - 00:04:30] they will come back and
[00:04:30 - 00:04:32] ask me to provide the
[00:04:32 - 00:04:33] treatment with the treatment that
[00:04:34 - 00:04:36] they need so that's it
[00:04:36 - 00:04:37] and the first thing that
[00:04:37 - 00:04:38] we're going to do is
[00:04:38 - 00:04:39] we're going to take the
[00:04:40 - 00:04:41] data out of the portal
[00:04:41 - 00:04:42] and we're going to send
[00:04:42 - 00:04:44] it to the first-order hospital
[00:04:44 - 00:04:45] so we're going to send
[00:04:45 - 00:04:47] this to the first-order hospital
[00:04:47 - 00:04:48] and then at that point
[00:04:48 - 00:04:49] we're going to go to
[00:04:50 - 00:04:51] another hospital that we have
[00:04:51 - 00:04:52] at home and that's the
[00:04:52 - 00:04:53] one that we're going to
[00:04:53 - 00:04:54] be assisting and then we
[00:04:54 - 00:04:56] added five and twenty and
[00:04:56 - 00:04:57] twenty-five percent of the total
[00:04:58 - 00:04:59] bills left on the next
[00:04:59 - 00:05:00] level and this is the
[00:05:01 - 00:05:02] cost of the next year
[00:05:02 - 00:05:05] period it's significant so there
[00:05:05 - 00:05:06] might be more corporations we
[00:05:07 - 00:05:08] are going to have to
[00:05:08 - 00:05:10] look at more and more
[00:05:10 - 00:05:11] corporate companies more and more
[00:05:11 - 00:05:13] it's going to be a
[00:05:13 - 00:05:14] different kind of a relationship
[00:05:14 - 00:05:15] i don't know why we're
[00:05:16 - 00:05:17] going to have this inter-company
[00:05:17 - 00:05:17] focus on six percent because
[00:05:18 - 00:05:19] of course we're going to
[00:05:19 - 00:05:20] have to follow these agreements
[00:05:20 - 00:05:22] we're going to have to
[00:05:22 - 00:05:23] monitor the government and they
[00:05:23 - 00:05:24] are still in the back
[00:05:24 - 00:05:24] end of the field and
[00:05:25 - 00:05:26] we are allowing them to
[00:05:26 - 00:05:27] stay in the camp camps
[00:05:27 - 00:05:29] thank you thank you i
[00:05:29 - 00:05:31] can't remember if the opportunities
[00:05:31 - 00:05:32] are somewhere else i think
[00:05:32 - 00:05:33] the issues it's just like
[00:05:33 - 00:05:35] i said getting out to
[00:05:35 - 00:05:36] the private level is not
[00:05:36 - 00:05:36] such a big deal for
[00:05:36 - 00:05:37] us but for us it's
[00:05:37 - 00:05:38] such a big deal in
[00:05:39 - 00:05:39] terms of the consistency of
[00:05:40 - 00:05:40] the people that we are
[00:05:40 - 00:05:40] trying to get to that's
[00:05:41 - 00:05:42] part of the reason for
[00:05:42 - 00:05:43] this project so we really
[00:05:44 - 00:05:45] hope to get back to
[00:05:46 - 00:05:47] the full expectations that we
[00:05:47 - 00:05:48] had to get to yes
[00:05:49 - 00:05:52] thank you state level was
[00:05:52 - 00:05:54] at a 2 5 and
[00:05:55 - 00:05:56] i'm not a technical statistic
[00:05:56 - 00:05:57] i'm just going to try
[00:05:57 - 00:05:58] to add that a couple
[00:05:58 - 00:05:59] of times but the state
[00:05:59 - 00:06:01] level was at a 2
[00:06:01 - 00:06:02] 5 and i was going
[00:06:02 - 00:06:04] to add 1 5 up
[00:06:04 - 00:06:05] to the end of the
[00:06:05 - 00:06:06] year so i'm going to
[00:06:06 - 00:06:07] say that it was up
[00:06:08 - 00:06:09] to the end of the
[00:06:09 - 00:06:10] year so i'm going to
[00:06:10 - 00:06:11] say that it was up
[00:06:11 - 00:06:12] to the end of the
[00:06:12 - 00:06:14] year state level was at
[00:06:14 - 00:06:15] 6 5 i was in
[00:06:15 - 00:06:16] texas with a 4 8
[00:06:16 - 00:06:18] and i mentioned that the
[00:06:19 - 00:06:21] government signed it on may
[00:06:21 - 00:06:23] 24th and it's very successful
[00:06:23 - 00:06:25] it's been a very successful
[00:06:25 - 00:06:27] commission it's been a very
[00:06:27 - 00:06:28] successful commission so we have
[00:06:29 - 00:06:31] all the local members registered
[00:06:31 - 00:06:33] to address the issue for
[00:06:33 - 00:06:34] security members and our own
[00:06:35 - 00:06:39] media and members so the
[00:06:40 - 00:06:41] key steps for our decision-making
[00:06:41 - 00:06:43] and then the six-year-old that's
[00:06:43 - 00:06:45] a four-year-old i think that
[00:06:45 - 00:06:47] is a two-year-old so that's
[00:06:47 - 00:06:48] a four-year-old so in the
[00:06:49 - 00:06:50] end it's the other six-year-old
[00:06:50 - 00:06:51] that's going to be the
[00:06:51 - 00:06:53] first major that's going to
[00:06:53 - 00:06:55] be the first child that's
[00:06:55 - 00:06:57] the only way that we
[00:06:57 - 00:06:58] can do it if the
[00:06:59 - 00:07:00] one-year-old had a first baby
[00:07:00 - 00:07:02] if it's a four-year-old well
[00:07:02 - 00:07:03] that's not really something that's
[00:07:04 - 00:07:05] going to be a particular
[00:07:05 - 00:07:06] question for the kids because
[00:07:06 - 00:07:07] they're going to have to
[00:07:08 - 00:07:10] work and sometimes when you're
[00:07:11 - 00:07:12] dealing i mean there's only
[00:07:13 - 00:07:14] two times as much in
[00:07:15 - 00:07:16] the 40 minutes but i
[00:07:16 - 00:07:17] think that in fact it's
[00:07:17 - 00:07:18] very very much in the
[00:07:19 - 00:07:20] same definition when it comes
[00:07:20 - 00:07:22] to the other type of
[00:07:22 - 00:07:23] data and you see i
[00:07:23 - 00:07:24] want to say that that
[00:07:25 - 00:07:26] is not really what we're
[00:07:26 - 00:07:27] trying to achieve in this
[00:07:27 - 00:07:29] program we're trying to achieve
[00:07:29 - 00:07:31] a kind of change in
[00:07:31 - 00:07:33] that world and i'm sorry
[00:07:33 - 00:07:35] it's really not the best
[00:07:36 - 00:07:36] idea we want to try
[00:07:37 - 00:07:38] to put aside that and
[00:07:38 - 00:07:39] try to get away one
[00:07:40 - 00:07:41] student from the student to
[00:07:42 - 00:07:43] the other student depending on
[00:07:44 - 00:07:45] the person depending on the
[00:07:46 - 00:07:46] class and it can be
[00:07:47 - 00:07:47] done in a way or
[00:07:48 - 00:07:49] another but it makes sense
[00:07:49 - 00:07:51] that every student could have
[00:07:51 - 00:07:53] a responsibility to do a
[00:07:53 - 00:07:55] social work so for instance
[00:07:55 - 00:07:56] if you only have 25
[00:07:57 - 00:08:01] 000 or 26 000 that's
[00:08:02 - 00:08:03] 56 000 and then if
[00:08:04 - 00:08:05] you have 26 000 that's
[00:08:05 - 00:08:07] 25 000 and you know
[00:08:07 - 00:08:08] that the person who does
[00:08:09 - 00:08:10] the work so basically we're
[00:08:10 - 00:08:12] going to have to go
[00:08:12 - 00:08:13] with that and this will
[00:08:14 - 00:08:15] be a pretty straightforward task
[00:08:16 - 00:08:18] and it will change over
[00:08:18 - 00:08:20] the next amount of time
[00:08:20 - 00:08:21] it's possible to get this
[00:08:22 - 00:08:23] task going this month and
[00:08:23 - 00:08:25] it's exactly what you're showing
[00:08:25 - 00:08:26] i would like to mention
[00:08:27 - 00:08:28] for that i'm going to
[00:08:28 - 00:08:30] make a point that if
[00:08:30 - 00:08:31] you increase the decrease in
[00:08:31 - 00:08:32] the number of people that
[00:08:32 - 00:08:34] are involved the claims go
[00:08:34 - 00:08:35] back a lot but the
[00:08:35 - 00:08:36] last one and we're going
[00:08:36 - 00:08:37] to be at a certain
[00:08:37 - 00:08:38] extent in the united states
[00:08:38 - 00:08:39] not to the united states
[00:08:39 - 00:08:40] but to the united states
[00:08:40 - 00:08:41] because of the good news
[00:08:42 - 00:08:43] that we're doing in our
[00:08:43 - 00:08:46] city schools okay so on
[00:08:46 - 00:08:48] the second question if our
[00:08:48 - 00:08:49] government is going to be
[00:08:49 - 00:08:50] able to oversight this problem
[00:08:50 - 00:08:52] we do know how to
[00:08:52 - 00:08:53] address it now we're going
[00:08:53 - 00:08:55] to have to address it
[00:08:55 - 00:08:56] now and this might be
[00:08:56 - 00:08:58] some of the crucial work
[00:08:58 - 00:08:59] that we've done which is
[00:08:59 - 00:09:00] to take cases take procedures
[00:09:00 - 00:09:02] and to start consulting at
[00:09:02 - 00:09:03] certain areas so i'm going
[00:09:03 - 00:09:04] to go over to the
[00:09:04 - 00:09:05] front of the slide and
[00:09:05 - 00:09:07] i'm going to go through
[00:09:07 - 00:09:09] the information that's in the
[00:09:09 - 00:09:10] slides and i'm going to
[00:09:10 - 00:09:12] go over to the front
[00:09:12 - 00:09:13] of the slide so the
[00:09:13 - 00:09:15] reason we're discussing this is
[00:09:15 - 00:09:16] because we're going to be
[00:09:17 - 00:09:18] teaching this about that september
[00:09:18 - 00:09:20] 19th when the national college
[00:09:20 - 00:09:21] of engineering is going to
[00:09:22 - 00:09:23] be participating in the board
[00:09:23 - 00:09:25] meeting in january which is
[00:09:25 - 00:09:27] going to be in september
[00:09:27 - 00:09:28] so we've got a lot
[00:09:28 - 00:09:29] of things we can do
[00:09:30 - 00:09:31] just to get things in
[00:09:31 - 00:09:32] exactly the same way one
[00:09:32 - 00:09:33] of the things we can
[00:09:33 - 00:09:34] do is to take the
[00:09:34 - 00:09:35] time to think about the
[00:09:35 - 00:09:36] services or consumers and look
[00:09:37 - 00:09:38] at the services that we're
[00:09:38 - 00:09:39] going to distribute so we're
[00:09:39 - 00:09:40] not going to do it
[00:09:41 - 00:09:42] in a short period of
[00:09:42 - 00:09:43] time and we'll do it
[00:09:43 - 00:09:45] in the next few months
[00:09:48 - 00:09:49] and we're not going to
[00:09:49 - 00:09:50] take the time to look
[00:09:51 - 00:09:52] at the services or consumers
[00:09:57 - 00:09:59] so the question is how
[00:09:59 - 00:10:01] can we prevent the use
[00:10:01 - 00:10:03] of cellulite from affecting our
[00:10:03 - 00:10:04] patients and preventing them from
[00:10:05 - 00:10:06] getting the vaccine and then
[00:10:06 - 00:10:07] the other one is is
[00:10:07 - 00:10:08] it a good thing or
[00:10:08 - 00:10:09] a bad thing it's a
[00:10:10 - 00:10:12] good thing and then the
[00:10:12 - 00:10:14] other question is how can
[00:10:15 - 00:10:17] we prevent mouse infections from
[00:10:17 - 00:10:19] affecting our patients and then
[00:10:19 - 00:10:20] for the other question how
[00:10:21 - 00:10:22] can we prevent the use
[00:10:22 - 00:10:24] of cellulite from affecting our
[00:10:24 - 00:10:25] patients and we are going
[00:10:25 - 00:10:26] to have a little bit
[00:10:26 - 00:10:27] of a discussion about how
[00:10:27 - 00:10:28] we can use this as
[00:10:28 - 00:10:29] a tool to help you
[00:10:29 - 00:10:30] and we are going to
[00:10:30 - 00:10:31] take a look at our
[00:10:32 - 00:10:33] second show so we're going
[00:10:33 - 00:10:34] to show you a little
[00:10:35 - 00:10:36] bit of what we can
[00:10:36 - 00:10:37] do okay the second show
[00:10:37 - 00:10:38] will begin in one minute
[00:10:38 - 00:10:39] and we are going to
[00:10:39 - 00:10:40] have a little discussion about
[00:10:41 - 00:10:42] how we can use this
[00:10:42 - 00:10:43] as a tool to help
[00:10:43 - 00:10:48] you okay and we're going
[00:10:48 - 00:10:49] to push into the panel
[00:10:49 - 00:10:55] thank you thank you we
[00:10:55 - 00:10:56] have 10 minutes with the
[00:10:56 - 00:10:57] time i'll just ask if
[00:10:57 - 00:10:58] you would like to add
[00:10:58 - 00:11:00] anything okay this is your
[00:11:00 - 00:11:01] question in this first four
[00:11:02 - 00:11:04] years our intersector and the
[00:11:04 - 00:11:06] other intersector we have a
[00:11:06 - 00:11:07] different type of treatment we
[00:11:07 - 00:11:08] are working on a new
[00:11:09 - 00:11:10] code that we have in
[00:11:10 - 00:11:11] the library for treatment we
[00:11:11 - 00:11:13] have a new treatment that
[00:11:14 - 00:11:15] is a one-person program that
[00:11:15 - 00:11:17] was intended to ensure that
[00:11:18 - 00:11:19] females could have it that
[00:11:20 - 00:11:22] included the insurance method and
[00:11:23 - 00:11:24] medication that our parents needed
[00:11:25 - 00:11:26] to have treatment and also
[00:11:27 - 00:11:28] the health care unit plans
[00:11:28 - 00:11:29] at number three on the
[00:11:30 - 00:11:31] first page we have two
[00:11:31 - 00:11:33] different people they are ruth
[00:11:33 - 00:11:34] and stuart and they have
[00:11:35 - 00:11:36] been studying for 40 years
[00:11:36 - 00:11:38] so this is the first
[00:11:38 - 00:11:40] year that we've been doing
[00:11:40 - 00:11:42] this project and i think
[00:11:42 - 00:11:43] they are two and this
[00:11:44 - 00:11:45] is the first year that
[00:11:46 - 00:11:47] we've been doing this project
[00:11:47 - 00:11:49] and that takes the right
[00:11:49 - 00:11:50] amount of time for the
[00:11:51 - 00:11:52] university to be able to
[00:11:52 - 00:11:53] do this project and i
[00:11:54 - 00:11:55] hope you enjoy this project
[00:11:55 - 00:11:57] and then um every day
[00:11:57 - 00:11:59] we call it a day
[00:11:59 - 00:12:00] so your next day is
[00:12:00 - 00:12:01] a state-run week so it's
[00:12:02 - 00:12:03] a very very important day
[00:12:03 - 00:12:04] so i'm hoping you're understanding
[00:12:05 - 00:12:05] the value the amount of
[00:12:06 - 00:12:07] work that you need to
[00:12:07 - 00:12:08] accomplish uh and the amount
[00:12:08 - 00:12:09] of work you can focus
[00:12:09 - 00:12:10] on and where you're going
[00:12:10 - 00:12:11] to go to in the
[00:12:12 - 00:12:12] next six days and then
[00:12:12 - 00:12:14] i'd like to bring up
[00:12:14 - 00:12:15] some of these uh purchase
[00:12:15 - 00:12:16] notes for us and to
[00:12:17 - 00:12:18] all the education adults who
[00:12:18 - 00:12:19] have published those we have
[00:12:20 - 00:12:21] two calls one is worth
[00:12:22 - 00:12:23] 20 and another one is
[00:12:24 - 00:12:25] for g-date support and uh
[00:12:26 - 00:12:28] policies for the world change
[00:12:28 - 00:12:30] the climate by its limits
[00:12:30 - 00:12:32] and actually yes there will
[00:12:32 - 00:12:33] be a difference in climate
[00:12:33 - 00:12:35] to a really interesting way
[00:12:35 - 00:12:37] of learning about climate change
[00:12:37 - 00:12:38] and how to do it
[00:12:38 - 00:12:40] and i just want to
[00:12:40 - 00:12:41] welcome you to the panel
[00:12:41 - 00:12:43] uh that is the final
[00:12:44 - 00:12:45] uh presentation so far it's
[00:12:46 - 00:12:47] going to be seven minutes
[00:12:47 - 00:12:48] please keep counting uh four
[00:12:49 - 00:12:50] hundred and seventy-one minutes um
[00:12:51 - 00:12:52] so the mission was basically
[00:12:53 - 00:12:54] to um get a few
[00:12:54 - 00:12:56] ancestors to be able to
[00:12:56 - 00:12:57] go back to their home
[00:12:57 - 00:13:00] um and then also um
[00:13:00 - 00:13:02] to uh help us make
[00:13:03 - 00:13:04] more uh special donations so
[00:13:05 - 00:13:07] i'm currently working on the
[00:13:07 - 00:13:09] f-1-2-3-6 project and it marks
[00:13:10 - 00:13:11] uh our early days in
[00:13:12 - 00:13:14] the functional infrastructure for the
[00:13:14 - 00:13:15] uh for the district and
[00:13:16 - 00:13:25] we will we will keep
[00:13:25 - 00:13:26] it there and we will
[00:13:26 - 00:13:27] change the view to a
[00:13:28 - 00:13:29] new that has art and
[00:13:29 - 00:13:30] project people and that's not
[00:13:31 - 00:13:32] a good idea so i'm
[00:13:32 - 00:13:33] going to change the view
[00:13:33 - 00:13:34] to that that is for
[00:13:34 - 00:13:35] a new project so i'm
[00:13:35 - 00:13:36] going to change the view
[00:13:36 - 00:13:38] to this and this project
[00:13:38 - 00:13:40] is for a new project
[00:13:40 - 00:13:42] to the education of students
[00:13:43 - 00:13:44] with disability which is why
[00:13:45 - 00:13:46] i'm saying this this group
[00:13:47 - 00:13:48] will provide a structure in
[00:13:49 - 00:13:51] which both the families and
[00:13:51 - 00:13:52] the students can stay to
[00:13:52 - 00:13:53] be in a different classroom
[00:13:53 - 00:13:54] for a few students and
[00:13:55 - 00:13:57] it will help to stay
[00:13:57 - 00:13:58] in a different classroom for
[00:13:59 - 00:14:02] a few students and i'd
[00:14:02 - 00:14:03] like to point out that
[00:14:04 - 00:14:05] we recently received an emergency
[00:14:06 - 00:14:07] emergency help and our health
[00:14:08 - 00:14:10] program is a digital health
[00:14:10 - 00:14:11] grant program now if our
[00:14:12 - 00:14:13] health program doesn't have more
[00:14:13 - 00:14:14] users than 80 000 this
[00:14:15 - 00:14:17] program is going to work
[00:14:17 - 00:14:19] perfectly fine to navigate and
[00:14:20 - 00:14:22] move forward in the next
[00:14:22 - 00:14:23] 50 years and the last
[00:14:24 - 00:14:25] one is the department of
[00:14:26 - 00:14:27] health and human services commission
[00:14:28 - 00:14:29] does serve patients and parents
[00:14:29 - 00:14:31] that package for kids is
[00:14:31 - 00:14:33] sponsored through the government and
[00:14:33 - 00:14:35] the government and we have
[00:14:35 - 00:14:37] different ways to do that
[00:14:37 - 00:14:38] and we'll start with the
[00:14:39 - 00:14:40] age our young children with
[00:14:40 - 00:14:42] the most significant age is
[00:14:42 - 00:14:43] one year old so we'll
[00:14:43 - 00:14:45] start with the age so
[00:14:45 - 00:14:48] we'll start with the age
[00:14:48 - 00:14:49] the last the last thing
[00:14:50 - 00:14:51] that we have is the
[00:14:51 - 00:14:52] perfect risk and the best
[00:14:53 - 00:14:54] skill in school education rate
[00:14:55 - 00:14:56] the h-r-e-t so the h-r-e-t
[00:14:56 - 00:14:58] is for children from the
[00:14:58 - 00:15:00] most relevant age group at
[00:15:00 - 00:15:01] each school that means that
[00:15:01 - 00:15:03] if you work at the
[00:15:03 - 00:15:04] school we have a full
[00:15:04 - 00:15:05] test and a test in
[00:15:06 - 00:15:07] attending we have a full
[00:15:07 - 00:15:08] review of the students and
[00:15:09 - 00:15:10] also we will have a
[00:15:10 - 00:15:11] little bit of a quick
[00:15:11 - 00:15:13] question and answer session when
[00:15:13 - 00:15:14] is this important is it
[00:15:14 - 00:15:15] in canada or in the
[00:15:16 - 00:15:18] us 2 1 million dollars
[00:15:18 - 00:15:20] do people want to submit
[00:15:20 - 00:15:22] their questions we want to
[00:15:22 - 00:15:23] know what point they've come
[00:15:24 - 00:15:27] to another one in the
[00:15:28 - 00:15:30] corner and the correct area
[00:15:31 - 00:15:34] of take is the i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i
[00:15:34 - 00:15:35] it is the ef and
[00:15:36 - 00:15:37] it defines the percent elevation
[00:15:38 - 00:15:39] for a maximum level of
[00:15:40 - 00:15:41] energy we then how we
[00:15:41 - 00:15:43] classify our energy into the
[00:15:44 - 00:15:45] distance that is more on
[00:15:45 - 00:15:47] a website and then we
[00:15:47 - 00:15:49] refi- we pick it to
[00:15:49 - 00:15:50] our post and we refi-
[00:15:50 - 00:15:52] we refer to our ef
[00:15:52 - 00:15:53] and our constant values are
[00:15:54 - 00:15:55] 20-30 which is what the
[00:15:56 - 00:15:57] current values are and this
[00:15:57 - 00:15:59] point is what christmas is
[00:15:59 - 00:16:00] and what we need and
[00:16:01 - 00:16:02] what we can work with
[00:16:02 - 00:16:03] to do and what is
[00:16:04 - 00:16:05] the last thing we can
[00:16:05 - 00:16:06] do for christmas and what
[00:16:06 - 00:16:07] is christmas and christmas is
[00:16:08 - 00:16:08] about and what christmas is
[00:16:08 - 00:16:09] about and what christmas is
[00:16:09 - 00:16:10] about so i'm going to
[00:16:10 - 00:16:11] go forward to the end
[00:16:11 - 00:16:13] of the opportunity and turn
[00:16:13 - 00:16:14] it into the end of
[00:16:15 - 00:16:16] the presentation and then i'm
[00:16:16 - 00:16:17] going to go over to
[00:16:17 - 00:16:18] my table for a few
[00:16:18 - 00:16:20] minutes texas total two national
[00:16:20 - 00:16:22] holidays the first was winter
[00:16:22 - 00:16:23] and then autumn now you're
[00:16:24 - 00:16:25] in december and it's still
[00:16:25 - 00:16:27] autumn i'm sorry i'm afraid
[00:16:28 - 00:16:30] i'm really late on the
[00:16:31 - 00:16:32] right format your information response
[00:16:33 - 00:16:34] skill section has the same
[00:16:35 - 00:16:36] name as your certificate this
[00:16:37 - 00:16:38] can be used to give
[00:16:38 - 00:16:39] you the description of the
[00:16:39 - 00:16:40] program and the features or
[00:16:41 - 00:16:42] to give you the basic
[00:16:43 - 00:16:44] uses of your certification there
[00:16:45 - 00:16:46] is any more questions before
[00:16:47 - 00:16:48] we got started i want
[00:16:48 - 00:16:49] to give you the total
[00:16:50 - 00:16:51] 532 million dollars is the
[00:16:51 - 00:16:52] total the total cost of
[00:16:52 - 00:16:57] living here 8 4 8
[00:16:58 - 00:16:59] 4 billion 8 4 billion
[00:16:59 - 00:17:00] and if you think of
[00:17:01 - 00:17:02] it in a total 532
[00:17:03 - 00:17:04] million dollars is the total
