[00:08:29 - 00:08:29] my name is brian hagerty
[00:09:41 - 00:09:44] legislative regular session including statutory
[00:09:46 - 00:09:46] sections governing the establishment and
[00:09:48 - 00:09:48] function of faculty councils or
[00:09:48 - 00:09:52] senates texas education code 51
[00:09:52 - 00:09:54] 3522 texas education code 51
[00:09:54 - 00:09:55] 3522 51 3523 51 3523
[00:09:55 - 00:09:57] 51 3523 51 3541 51
[00:09:58 - 00:10:00] 3541 51 3541 51 913
[00:10:00 - 00:10:03] 51 913 and 51 9431
[00:10:06 - 00:10:06] pursuant to section 554 071
[00:10:09 - 00:10:09] of the texas government code
[00:10:11 - 00:10:12] have a motion move to
[00:10:12 - 00:10:13] approve move to approve second
[00:10:13 - 00:10:15] second i have a question
[00:10:17 - 00:10:17] okay that's after i say
[00:10:17 - 00:10:18] discussion okay that's after i
[00:10:19 - 00:10:20] say discussion okay okay okay
[00:10:20 - 00:10:22] discuss discuss well i want
[00:10:22 - 00:10:22] to ask the attorney first
[00:10:24 - 00:10:24] do we need to go
[00:10:24 - 00:10:24] to an executive do we
[00:10:24 - 00:10:24] need to go to an
[00:10:24 - 00:10:26] executive session session we do
[00:10:26 - 00:10:26] not judge unless somebody has
[00:10:26 - 00:10:28] a legal question about this
[00:10:30 - 00:10:30] okay well this is mr
[00:10:30 - 00:10:32] aer you may have a
[00:10:32 - 00:10:32] legal question but is it
[00:10:32 - 00:10:33] not a legal question yet
[00:10:34 - 00:10:35] i don't hope not okay
[00:10:35 - 00:10:38] me too one more time
[00:10:38 - 00:10:38] can we go through and
[00:10:41 - 00:10:41] have you read these things
[00:10:41 - 00:10:45] items as printed a b
[00:10:45 - 00:10:45] c or numbers but the
[00:10:46 - 00:10:48] list of proposals as printed
[00:10:48 - 00:10:50] in the agenda and not
[00:10:50 - 00:10:50] read every one of the
[00:10:50 - 00:10:55] letters and numbers please legal
[00:10:55 - 00:10:55] council provide us guidance on
[00:10:56 - 00:10:56] that i i don't have
[00:10:56 - 00:10:58] an issue i hope so
[00:10:58 - 00:10:58] because the legal council told
[00:11:00 - 00:11:00] me in the board meeting
[00:11:00 - 00:11:03] last time when i asked
[00:11:03 - 00:11:06] to do that it said
[00:11:06 - 00:11:06] no problem yeah there there's
[00:11:09 - 00:11:09] no issue with doing that
[00:11:09 - 00:11:11] no issue with doing that
[00:11:11 - 00:11:13] okay okay go ahead doc
[00:11:18 - 00:11:18] on 37 so um obviously
[00:11:18 - 00:11:22] the um senate passed senate
[00:11:22 - 00:11:22] bill 37 um which passed
[00:11:22 - 00:11:23] senate bill 37 um which
[00:11:23 - 00:11:26] essentially essentially abolishes the faculty
[00:11:26 - 00:11:30] senate as it is known
[00:11:30 - 00:11:30] um today as of september
[00:11:30 - 00:11:31] 1st um we have been
[00:11:31 - 00:11:35] working closely with our faculty
[00:11:35 - 00:11:35] senate dr and i dr
[00:11:35 - 00:11:37] penley has has been instrumental
[00:11:37 - 00:11:40] in helping us with this
[00:11:40 - 00:11:40] as well as well as
[00:11:40 - 00:11:43] legal counsel um this institution
[00:11:43 - 00:11:45] has long recognize shared governance
[00:11:45 - 00:11:47] we believe in shared governance
[00:11:47 - 00:11:47] um so we have to
[00:11:47 - 00:11:49] move forward with the resolution
[00:11:49 - 00:11:53] in order to be in
[00:11:53 - 00:11:53] compliance with the state um
[00:11:53 - 00:11:55] and we are also moving
[00:11:55 - 00:11:59] forward with all of the
[00:11:59 - 00:11:59] areas that we have to
[00:11:59 - 00:12:02] uh implement by the 1
[00:12:02 - 00:12:02] of september um this includes
[00:12:05 - 00:12:05] uh the board um i
[00:12:05 - 00:12:08] will have to appoint members
[00:12:08 - 00:12:08] of faculty senate including all
[00:12:11 - 00:12:11] the officers um not something
[00:12:11 - 00:12:13] that i was eager to
[00:12:13 - 00:12:13] do but it's what the
[00:12:13 - 00:12:16] law is and so i
[00:12:16 - 00:12:16] will comply with the law
[00:12:16 - 00:12:17] and we will ensure that
[00:12:17 - 00:12:19] we're in full compliance again
[00:12:19 - 00:12:22] legal counsel has provided excellence
[00:12:22 - 00:12:25] guidance for us as we
[00:12:25 - 00:12:25] continue to move forward i
[00:12:25 - 00:12:28] ask miss as well as
[00:12:28 - 00:12:28] as well as her colleague
[00:12:28 - 00:12:31] to provide any insight that
[00:12:31 - 00:12:33] they have regards to the
[00:12:33 - 00:12:36] resolution i have a question
[00:12:36 - 00:12:36] out of this in the
[00:12:36 - 00:12:39] re the reappoint is the
[00:12:39 - 00:12:41] structure the organizational structure the
[00:12:41 - 00:12:43] line the chart organizational chart
[00:12:43 - 00:12:46] for the senate will it
[00:12:46 - 00:12:46] remain the same are you
[00:12:50 - 00:12:52] designating new positions reigning responsibilities
[00:12:52 - 00:12:54] whatever your responsibility with the
[00:12:54 - 00:12:56] or you going to say
[00:12:56 - 00:12:56] the sin is now organized
[00:12:56 - 00:12:59] and composed as previously we
[00:12:59 - 00:13:00] would have loved to have
[00:13:00 - 00:13:00] done it that way we're
[00:13:02 - 00:13:02] not allowed to do it
[00:13:02 - 00:13:04] that way so um miss
[00:13:04 - 00:13:04] maren myself other members of
[00:13:04 - 00:13:05] the miss maren myself other
[00:13:05 - 00:13:06] members of the institution institution
[00:13:09 - 00:13:09] um went to uh austin
[00:13:09 - 00:13:13] this past friday um to
[00:13:13 - 00:13:13] hear from tasby um tech
[00:13:14 - 00:13:14] association of school boards who
[00:13:17 - 00:13:17] provides um our legal policies
[00:13:17 - 00:13:19] um and get insight from
[00:13:19 - 00:13:22] them they made it very
[00:13:22 - 00:13:22] clear um that the reading
[00:13:22 - 00:13:24] is that i am responsible
[00:13:24 - 00:13:26] of appointing approximately a third
[00:13:26 - 00:13:29] of the faculty senate it
[00:13:29 - 00:13:29] can be comprised of up
[00:13:29 - 00:13:32] to 60 members of which
[00:13:32 - 00:13:35] um each of the respective
[00:13:35 - 00:13:35] um divisions will appoint a
[00:13:38 - 00:13:38] member or elect a member
[00:13:38 - 00:13:42] rather and then i appoint
[00:13:42 - 00:13:42] um so the constitution of
[00:13:42 - 00:13:44] the composition of faculty senate
[00:13:44 - 00:13:47] will will change the officers
[00:13:47 - 00:13:49] i am responsible for appointing
[00:13:49 - 00:13:49] they can serve up to
[00:13:49 - 00:13:52] six one-year terms and then
[00:13:52 - 00:13:54] they have to sit out
[00:13:54 - 00:13:54] for a two-year period those
[00:13:57 - 00:13:57] senators that are elected can
[00:13:57 - 00:13:59] be elected for one two-year
[00:13:59 - 00:13:59] term and then they have
[00:14:01 - 00:14:01] to sit out for two
[00:14:01 - 00:14:05] years after that term um
[00:14:05 - 00:14:05] and we obviously are working
[00:14:07 - 00:14:07] with faculty senate so that
[00:14:07 - 00:14:11] they can have their elections
[00:14:11 - 00:14:13] and have one they're looking
[00:14:13 - 00:14:14] at one-year terms and two-year
[00:14:14 - 00:14:14] terms so they're not all
[00:14:17 - 00:14:17] rolling over at the same
[00:14:17 - 00:14:19] time um as far as
[00:14:19 - 00:14:19] the organization of the faculty
[00:14:21 - 00:14:21] senate that will it can
[00:14:21 - 00:14:23] be no more than 60
[00:14:23 - 00:14:23] members we anticipate that ours
[00:14:23 - 00:14:26] will be approximately 42 members
[00:14:26 - 00:14:26] if i'm not be approximately
[00:14:26 - 00:14:27] 42 members if i'm not
[00:14:27 - 00:14:30] mistaken mistaken um and again
[00:14:30 - 00:14:31] we're moving forward in that
[00:14:31 - 00:14:32] direction is that a significant
[00:14:32 - 00:14:34] change from what we had
[00:14:36 - 00:14:36] i mean what what exists
[00:14:36 - 00:14:36] today is the i mean
[00:14:36 - 00:14:37] what what exists today is
[00:14:37 - 00:14:40] the old old um what
[00:14:40 - 00:14:40] exists today is the faculty
[00:14:41 - 00:14:43] center as was elected september
[00:14:43 - 00:14:45] one yeah as september 2nd
[00:14:45 - 00:14:48] is there a significant change
[00:14:48 - 00:14:51] in the organization the the
[00:14:51 - 00:14:52] leadership of the senate the
[00:14:52 - 00:14:52] the leadership of the senate
[00:14:53 - 00:14:58] okay okay any other questions
[00:15:01 - 00:15:01] m do you have any
[00:15:01 - 00:15:04] anything to add um just
[00:15:04 - 00:15:04] that we we need to
[00:15:04 - 00:15:08] adopt this the the law
[00:15:08 - 00:15:08] requires that the college if
[00:15:11 - 00:15:11] it's going to recognize a
[00:15:11 - 00:15:15] faculty senate that it be
[00:15:15 - 00:15:20] done by september 1st there
[00:15:20 - 00:15:20] is uh tasby is working
[00:15:20 - 00:15:22] on a a permanent policy
[00:15:22 - 00:15:24] with regard to that that
[00:15:24 - 00:15:24] you'll have and receive at
[00:15:24 - 00:15:26] some point in the probably
[00:15:26 - 00:15:29] late fall early winter the
[00:15:29 - 00:15:32] policy that we've attached is
[00:15:32 - 00:15:32] an interim policy it follows
[00:15:32 - 00:15:34] this the very closely the
[00:15:34 - 00:15:36] language of the statute and
[00:15:36 - 00:15:36] the requirements of what the
[00:15:37 - 00:15:37] college has to do with
[00:15:37 - 00:15:40] regard to the faculty senate
[00:15:40 - 00:15:40] uh but it is a
[00:15:40 - 00:15:43] temporary policy for all intents
[00:15:43 - 00:15:46] and purposes because the pol
[00:15:46 - 00:15:47] the college uses tasby for
[00:15:47 - 00:15:47] all of its policies it's
[00:15:47 - 00:15:51] just not ready so we've
[00:15:51 - 00:15:56] drafted together with administration the
[00:15:56 - 00:15:56] board policy 2 01 02
[00:15:59 - 00:15:59] 2 actually administration drafted it
[00:15:59 - 00:16:02] and we reviewed this policy
[00:16:02 - 00:16:04] and and that's what we're
[00:16:04 - 00:16:07] proposing it's important that you
[00:16:07 - 00:16:10] have also a resolution that
[00:16:10 - 00:16:10] i've given you today uh
[00:16:10 - 00:16:13] and that that become part
[00:16:13 - 00:16:17] of the board's record along
[00:16:17 - 00:16:17] with the policy so that
[00:16:17 - 00:16:20] it's clear in the pol
[00:16:20 - 00:16:20] in the minutes of the
[00:16:20 - 00:16:22] board that this resolution has
[00:16:22 - 00:16:25] been adopted and that the
[00:16:25 - 00:16:27] board has recognized the continuation
[00:16:27 - 00:16:30] of the faculty senate do
[00:16:30 - 00:16:30] we need to read the
[00:16:30 - 00:16:32] resolution i think it's best
[00:16:32 - 00:16:32] judge to have a clear
[00:16:33 - 00:16:36] record in the minutes okay
[00:16:36 - 00:16:39] got a bill do we
[00:16:39 - 00:16:39] need to vote or you
[00:16:39 - 00:16:40] have a first and a
[00:16:40 - 00:16:42] second you'll read it first
[00:16:42 - 00:16:44] and then and then the
[00:16:44 - 00:16:44] board will vote to adopt
[00:16:44 - 00:16:45] or not the board will
[00:16:45 - 00:16:46] vote to adopt or not
[00:16:46 - 00:16:48] adopt adopt resolution authorizing the
[00:16:48 - 00:16:51] continuation and ratification of the
[00:16:51 - 00:16:53] faculty senate whereas during the
[00:16:53 - 00:16:55] 89th texas legislative session in
[00:16:55 - 00:16:58] 2025 the texas legislature passed
[00:16:58 - 00:17:00] senate bill 37 which was
[00:17:00 - 00:17:00] subsequently signed into law by
[00:17:03 - 00:17:03] governor greg abbott on june
[00:17:03 - 00:17:06] 20 2025 whereas senate bill
[00:17:06 - 00:17:07] 37 relates to the governance
[00:17:07 - 00:17:10] of public institutions of higher
[00:17:10 - 00:17:12] education including review of curriculum
[00:17:12 - 00:17:12] and certain degree and certif
[00:17:14 - 00:17:14] certificate programs a faculty council
[00:17:17 - 00:17:17] or senate training for members
[00:17:17 - 00:17:18] of the governing board and
[00:17:18 - 00:17:20] the establishment powers and duties
[00:17:20 - 00:17:23] of the texas higher education
[00:17:23 - 00:17:27] coordinating board office of the
[00:17:27 - 00:17:27] budsman whereas senate bill 37
[00:17:27 - 00:17:31] in section 51 3522 of
[00:17:31 - 00:17:31] the texas education code authorizes
[00:17:33 - 00:17:33] the governing board of an
[00:17:33 - 00:17:35] institution of higher education to
[00:17:35 - 00:17:37] establish a faculty senate and
[00:17:37 - 00:17:37] sets forth the policy by
[00:17:39 - 00:17:39] which the governing board shall
[00:17:39 - 00:17:41] exist and select its members
[00:17:41 - 00:17:43] whereas the board of trustees
[00:17:43 - 00:17:45] of el paso county community
[00:17:45 - 00:17:48] college district epcc hereby recognizes
[00:17:48 - 00:17:48] the importance of the role
[00:17:48 - 00:17:50] of its faculty senate and
[00:17:50 - 00:17:53] declares that it shall continue
[00:17:53 - 00:17:53] to operate at epcc in
[00:17:56 - 00:17:56] accordance with section 51 3522
[00:17:58 - 00:17:58] of the texas government code
[00:17:58 - 00:18:00] whereas the board of education
[00:18:00 - 00:18:03] i'm sorry texas education code
[00:18:03 - 00:18:05] sorry whereas the board of
[00:18:05 - 00:18:05] trustees of el paso county
[00:18:05 - 00:18:07] community college district determines that
[00:18:07 - 00:18:11] interim board policy 2 01
[00:18:11 - 00:18:11] 01 02 is in accordance
[00:18:14 - 00:18:17] with section 51 3522 of
[00:18:17 - 00:18:17] the texas education code therefore
[00:18:18 - 00:18:18] be it resolved the board
[00:18:18 - 00:18:20] of trustees of el paso
[00:18:20 - 00:18:22] county community college district officially
[00:18:22 - 00:18:24] ratifies the continuation of its
[00:18:24 - 00:18:27] faculty senate adopts interim policy
[00:18:27 - 00:18:30] 2 01 02 02 governing
[00:18:30 - 00:18:32] the existence and membership of
[00:18:32 - 00:18:32] its faculty senate to be
[00:18:34 - 00:18:34] in effect until such time
[00:18:34 - 00:18:36] as the board of trustees
[00:18:36 - 00:18:39] subsequently adopts a policy to
[00:18:39 - 00:18:39] be prepared to be prepared
[00:18:39 - 00:18:41] by the texas association of
[00:18:41 - 00:18:43] school boards in accordance with
[00:18:43 - 00:18:46] section 51 3522 of the
[00:18:46 - 00:18:46] texas education code and declares
[00:18:48 - 00:18:48] that its faculty senate as
[00:18:48 - 00:18:52] designated in in policy 2
[00:18:52 - 00:18:52] 01 02 02 meets the
[00:18:52 - 00:18:54] policies adopted by the board
[00:18:54 - 00:18:57] and the requirements of section
[00:18:57 - 00:18:59] 51 3522 of the texas
[00:18:59 - 00:19:01] education code be it further
[00:19:01 - 00:19:05] resolved that this resolution along
[00:19:05 - 00:19:05] with intram policy 2 01
[00:19:05 - 00:19:07] 02 be included included in
[00:19:07 - 00:19:09] the permanent minutes of this
[00:19:09 - 00:19:12] board adopted this 6th day
[00:19:12 - 00:19:12] of august 2025 by the
[00:19:12 - 00:19:15] board of trustees of el
[00:19:15 - 00:19:17] paso county community college district
[00:19:19 - 00:19:20] anybody have any other questions
[00:19:23 - 00:19:23] if i understand this 33
[00:19:25 - 00:19:28] 51 3522 acknowledges that that
[00:19:28 - 00:19:30] it's discretionary at each institution
[00:19:32 - 00:19:32] whether it will have effect
[00:19:35 - 00:19:35] or not but if they
[00:19:35 - 00:19:35] do they they set out
[00:19:38 - 00:19:40] organizational structure which you identify
[00:19:40 - 00:19:40] is that correct because there's
[00:19:42 - 00:19:42] some i guess there's some
[00:19:42 - 00:19:45] institutions some colleges or that
[00:19:45 - 00:19:46] don't have a is that
[00:19:46 - 00:19:48] correct that's correctum it spells
[00:19:48 - 00:19:51] out very clearly that the
[00:19:51 - 00:19:54] faculty senate is purely an
[00:19:54 - 00:19:54] advisory board that they have
[00:19:56 - 00:19:56] no authority in any of
[00:19:56 - 00:20:00] the actions of the institution
[00:20:00 - 00:20:02] it's very specific um but
[00:20:02 - 00:20:03] again from my perspective and
[00:20:03 - 00:20:05] from the administration's perspective we
[00:20:05 - 00:20:07] believe in shared governance and
[00:20:07 - 00:20:09] we believe that it's important
[00:20:09 - 00:20:10] for the institution to continue
[00:20:10 - 00:20:12] but it's discretionary whether we
[00:20:12 - 00:20:12] have one or not that's
[00:20:12 - 00:20:13] correct we have one or
[00:20:14 - 00:20:15] not that's correct okay okay
[00:20:17 - 00:20:17] okay by by voting on
[00:20:17 - 00:20:19] this 5 4 before this
[00:20:19 - 00:20:19] includes is already in the
[00:20:19 - 00:20:21] record so that we can
[00:20:21 - 00:20:23] take a vote any other
[00:20:23 - 00:20:24] questions call call the question
[00:20:25 - 00:20:26] mr urer mr urer hi
[00:20:26 - 00:20:27] hi mrs robless mrs robless
[00:20:28 - 00:20:29] hi hi mrs moy mrs
[00:20:29 - 00:20:30] moy hi hi mr menddees
[00:20:30 - 00:20:31] mr menddees hi hi mr
[00:20:31 - 00:20:34] hagerty mr hagerty hi hi
[00:20:34 - 00:20:38] hi okay okay so did
[00:20:38 - 00:20:38] you need a signature by
[00:20:38 - 00:20:41] you and dr graham so
[00:20:41 - 00:20:41] that and so that that
[00:20:41 - 00:20:42] is included with the signatures
[00:20:42 - 00:20:44] in the minutes i know
[00:20:44 - 00:20:47] dr graham's not here but
[00:20:47 - 00:20:50] i advised um that we
[00:20:50 - 00:20:50] we can get her permission
[00:20:50 - 00:21:00] and sorry sorry sorry auto
[00:21:00 - 00:21:02] auto well we're going back
[00:21:02 - 00:21:03] to item 5 1 yes
[00:21:03 - 00:21:05] ma'am item 5 1 dr
[00:21:05 - 00:21:07] julie penley vice president of
[00:21:07 - 00:21:08] research accreditation and planning will
[00:21:08 - 00:21:10] make a presentation on the
[00:21:10 - 00:21:10] update of the college district's
[00:21:38 - 00:21:38] um this presentation is a
[00:21:38 - 00:21:42] quick overview of where uh
[00:21:42 - 00:21:44] we have been and and
[00:21:44 - 00:21:44] where you have as a
[00:21:44 - 00:21:47] board uh where we are
[00:21:47 - 00:21:47] as of today and where
[00:21:47 - 00:21:49] we are moving forward with
[00:21:49 - 00:21:52] our next strategic plan before
[00:21:52 - 00:21:52] i get started a huge
[00:21:52 - 00:21:56] shout out to rachel baes
[00:21:56 - 00:21:59] in dr smith's office for
[00:21:59 - 00:21:59] drafting the visuals there is
[00:21:59 - 00:22:03] no way i could have
[00:22:03 - 00:22:05] done this myself so um
[00:22:05 - 00:22:05] so this is the crux
[00:22:05 - 00:22:07] of the presentation um and
[00:22:07 - 00:22:08] and if you're crunched for
[00:22:08 - 00:22:08] time we can stop here
[00:22:08 - 00:22:11] and and we can move
[00:22:11 - 00:22:11] on but uh you might
[00:22:15 - 00:22:15] remember last summer um i
[00:22:15 - 00:22:18] came to you during your
[00:22:18 - 00:22:18] uh summer retreat and i
[00:22:20 - 00:22:20] presented at that time the
[00:22:20 - 00:22:23] current mission and vision statement
[00:22:23 - 00:22:25] and uh i asked you
[00:22:25 - 00:22:25] to put your thinking caps
[00:22:25 - 00:22:28] on and make some decisions
[00:22:28 - 00:22:31] whether those statements were still
[00:22:31 - 00:22:33] uh accurate in in the
[00:22:33 - 00:22:33] next five years or whether
[00:22:33 - 00:22:38] you might want to revise
[00:22:38 - 00:22:38] them um after that uh
[00:22:40 - 00:22:44] cabinet uh began talking about
[00:22:44 - 00:22:44] um the the structure of
[00:22:47 - 00:22:47] our work in the near
[00:22:47 - 00:22:50] future uh taking a page
[00:22:50 - 00:22:50] out of dr saja's book
[00:22:50 - 00:22:51] uh with the four pillars
[00:22:51 - 00:22:54] of student success that that
[00:22:54 - 00:22:54] we talked about at the
[00:22:54 - 00:22:56] retreat uh with entry progress
[00:22:56 - 00:22:58] completion and career so while
[00:22:58 - 00:23:00] you were doing your homework
[00:23:00 - 00:23:00] with the mission and vision
[00:23:00 - 00:23:02] we were doing our homework
[00:23:02 - 00:23:05] uh beginning to craft some
[00:23:05 - 00:23:07] general statements um and general
[00:23:07 - 00:23:09] goals and outcomes that hopefully
[00:23:09 - 00:23:09] would align with that mission
[00:23:11 - 00:23:11] and vision so we were
[00:23:11 - 00:23:14] we were working together during
[00:23:14 - 00:23:14] uh during that part of
[00:23:18 - 00:23:18] 2024 um earlier this year
[00:23:18 - 00:23:22] uh the board came together
[00:23:22 - 00:23:24] and uh finalized and ultimately
[00:23:24 - 00:23:24] approved the new mission and
[00:23:28 - 00:23:28] mission statement and uh at
[00:23:28 - 00:23:38] that time i didn't know
[00:23:38 - 00:23:38] if i needed to use
[00:23:38 - 00:23:41] my teacher voice um once
[00:23:41 - 00:23:42] we had the green light
[00:23:42 - 00:23:42] in terms of mission and
[00:23:42 - 00:23:46] vision then we were able
[00:23:46 - 00:23:48] to begin finalizing uh the
[00:23:48 - 00:23:48] goals and outcomes that together
[00:23:50 - 00:23:50] with your statements created the
[00:23:53 - 00:23:53] skeleton of our strategic plan
[00:23:57 - 00:23:57] that plan is uh in
[00:23:57 - 00:24:00] its very final stages uh
[00:24:00 - 00:24:00] with dr mo and uh
[00:24:00 - 00:24:03] director christy frescus on the
[00:24:03 - 00:24:04] uh visuals that will be
[00:24:05 - 00:24:05] presented and provided to the
[00:24:05 - 00:24:07] college employees and and to
[00:24:07 - 00:24:08] you as well as to
[00:24:10 - 00:24:10] our external stakeholders uh the
[00:24:10 - 00:24:12] plan itself goes into effect
[00:24:12 - 00:24:16] and is officially launched on
[00:24:16 - 00:24:19] september 1st at that time
[00:24:19 - 00:24:19] uh budget heads at the
[00:24:22 - 00:24:22] college will be creating their
[00:24:22 - 00:24:26] new uh annual area plan
[00:24:26 - 00:24:28] for 2526 in alignment and
[00:24:28 - 00:24:30] in support of the strategic
[00:24:30 - 00:24:30] plan we we talked about
[00:24:30 - 00:24:34] that at our uh cabinet
[00:24:34 - 00:24:34] retreat earlier last at our
[00:24:34 - 00:24:35] uh cabinet retreat earlier last
[00:24:35 - 00:24:38] month month and then we
[00:24:38 - 00:24:38] repeat the process in a
[00:24:38 - 00:24:40] few years so you will
[00:24:40 - 00:24:42] hopefully not have to hear
[00:24:42 - 00:24:42] from me about strategic plan
[00:24:50 - 00:24:52] so uh mr exer will
[00:24:52 - 00:24:52] there be annual updates i
[00:24:52 - 00:24:56] mean i see put out
[00:24:56 - 00:24:56] in 25 and then nobody's
[00:24:59 - 00:24:59] going to talk about it
[00:24:59 - 00:25:01] in 26 27 28 we'll
[00:25:01 - 00:25:01] wait until 29 and do
[00:25:01 - 00:25:01] it all over we'll wait
[00:25:01 - 00:25:01] until 29 and do it
[00:25:01 - 00:25:04] all over again again no
[00:25:04 - 00:25:04] we'll absolutely uh be providing
[00:25:06 - 00:25:06] updates in cabinet it'll be
[00:25:06 - 00:25:09] an ongoing discussion uh and
[00:25:09 - 00:25:09] you say the word and
[00:25:11 - 00:25:11] uh myself or someone from
[00:25:11 - 00:25:14] my division will be happy
[00:25:14 - 00:25:17] to provide updates thank you
[00:25:17 - 00:25:19] annually seminar no absolutely mr
[00:25:19 - 00:25:21] plus many of the data
[00:25:21 - 00:25:21] presentations that we bring to
[00:25:21 - 00:25:23] the board are part of
[00:25:23 - 00:25:25] the strategic plan we'll just
[00:25:25 - 00:25:25] make sure to reference that
[00:25:27 - 00:25:27] as per our strategic plan
[00:25:27 - 00:25:30] so that each of the
[00:25:30 - 00:25:30] respective board members is up
[00:25:30 - 00:25:31] to speed on where we
[00:25:31 - 00:25:34] are and then we'll have
[00:25:34 - 00:25:34] dr pedley provide an update
[00:25:34 - 00:25:37] have dr pedley provide an
[00:25:38 - 00:25:43] update annually so uh going
[00:25:43 - 00:25:43] back to brass tax uh
[00:25:43 - 00:25:45] the vision statement that you
[00:25:45 - 00:25:48] all uh approved in february
[00:25:48 - 00:25:48] of this year is on
[00:25:51 - 00:25:51] the screen again this is
[00:25:51 - 00:25:51] the uh the screen again
[00:25:52 - 00:25:53] this is the uh aspirational
[00:25:53 - 00:25:56] aspirational um what you are
[00:25:56 - 00:26:02] directing the college to to
[00:26:02 - 00:26:02] achieve um not not that
[00:26:02 - 00:26:03] different uh in spirit from
[00:26:03 - 00:26:07] the previous vision statement we
[00:26:07 - 00:26:07] continue to focus on on
[00:26:07 - 00:26:11] a student success um and
[00:26:11 - 00:26:14] our role as an educational
[00:26:14 - 00:26:16] institution um towards that success
[00:26:16 - 00:26:17] through our learning opportunities whether
[00:26:17 - 00:26:21] they're uh structured um academic
[00:26:21 - 00:26:23] programs whether they are uh
[00:26:23 - 00:26:26] out of the classroom learning
[00:26:26 - 00:26:26] uh to to help students
[00:26:26 - 00:26:34] achieve their personal goals with
[00:26:34 - 00:26:34] the general um what comes
[00:26:34 - 00:26:37] the general how how you
[00:26:37 - 00:26:40] all will be achieving that
[00:26:40 - 00:26:43] aspirational statement um it it's
[00:26:43 - 00:26:43] a lot of words uh
[00:26:43 - 00:26:46] it it will fit nicely
[00:26:46 - 00:26:46] in a booklet and on
[00:26:46 - 00:26:54] a poster been doing uh
[00:26:54 - 00:26:54] some terrific work uh with
[00:26:56 - 00:26:56] the visuals uh with with
[00:26:56 - 00:26:59] her marketing team um but
[00:26:59 - 00:27:00] the crux of this statement
[00:27:03 - 00:27:03] is um again providing not
[00:27:03 - 00:27:05] only the educational opportunities but
[00:27:05 - 00:27:08] the supports the experiences that
[00:27:08 - 00:27:12] holistic college experience um to
[00:27:12 - 00:27:12] help not only the individual
[00:27:14 - 00:27:14] student but their families the
[00:27:17 - 00:27:17] community uh and the the
[00:27:17 - 00:27:24] region that we and this
[00:27:24 - 00:27:24] uh is not a statement
[00:27:24 - 00:27:28] that you all um have
[00:27:28 - 00:27:28] approved your your uh focus
[00:27:29 - 00:27:29] is on the mission and
[00:27:29 - 00:27:35] vision as it should be
[00:27:35 - 00:27:35] uh but we took that
[00:27:35 - 00:27:37] um vision if you will
[00:27:37 - 00:27:37] that that philosophy of epcc
[00:27:40 - 00:27:40] a step further by generating
[00:27:40 - 00:27:42] a student success statement uh
[00:27:42 - 00:27:42] we used to have an
[00:27:45 - 00:27:45] equity statement for reasons that
[00:27:45 - 00:27:47] we will not discuss we
[00:27:47 - 00:27:50] are not uh touting it
[00:27:50 - 00:27:50] as an equity statement the
[00:27:50 - 00:27:52] spirit of this is is
[00:27:52 - 00:27:52] very similar though we we
[00:27:55 - 00:27:55] see students as individuals uh
[00:27:55 - 00:27:57] and and the heart of
[00:27:57 - 00:27:57] this statement is in the
[00:27:59 - 00:27:59] last sentence uh we are
[00:27:59 - 00:28:04] committed to success for every
[00:28:04 - 00:28:06] student and um for creating
